"UserID","Day of Year","Activity1 Status","Activity2 Status","Activity3 Status","Activity4 Status"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","141","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","142","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","143","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","144","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","145","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","146","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","147","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","148","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","149","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","150","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","151","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","152","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","153","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","154","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","155","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","156","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","157","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","158","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","159","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","160","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","161","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","162","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","163","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","164","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","165","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","166","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","167","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","168","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","169","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","170","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","171","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","172","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","173","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","174","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","175","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","176","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","177","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","178","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","179","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","180","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","181","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","182","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","183","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","184","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","185","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","186","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","187","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","188","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","189","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","190","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","191","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","192","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","193","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","194","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","195","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","196","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","197","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","198","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","199","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","200","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","201","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","202","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","203","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","204","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","205","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","206","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","207","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","208","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","209","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","210","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","211","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","212","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","213","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","214","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","215","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","216","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","217","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","218","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","219","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","220","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","221","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","222","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","223","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","224","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","225","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","226","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","227","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","228","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","229","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","230","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","231","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","232","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","233","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","234","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","235","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","236","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","237","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","238","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","239","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","240","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","241","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","242","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","243","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","244","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","245","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","246","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","247","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","248","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","249","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","250","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","251","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","252","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","253","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","254","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","255","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","256","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","257","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","258","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","259","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","260","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","261","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","262","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","263","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","264","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","265","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","266","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","267","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","268","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","269","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","270","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","271","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","272","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","273","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","274","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","275","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","276","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","277","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","278","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","279","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","280","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","281","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","282","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","283","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","284","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","285","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","286","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","287","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","288","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","289","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","290","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","291","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","292","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","293","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","294","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","295","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","296","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","297","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","298","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","299","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","300","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","301","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","302","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","303","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","304","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","305","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","306","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","307","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","308","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","309","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","310","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","311","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","312","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","313","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","314","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","315","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","316","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","317","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","318","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","319","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","320","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","321","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","322","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","323","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","324","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","325","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","326","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","327","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","328","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","329","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","330","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","331","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","332","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","333","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","334","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","335","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","336","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","337","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","338","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","339","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","340","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","341","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","342","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","343","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","344","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","345","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","346","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","347","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","348","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","349","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","350","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","351","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","352","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","353","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","354","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","355","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","356","1","1","1","1"
